new,temp,humi,movement,vacc,naver
52430,11.7,52.3,6032000,3249.0,3.5353700000000003
39888,10.9,43.5,6066861,4292.0,3.23726
36212,12.9,49.0,6327973,7408.0,3.0644699999999996
32320,17.8,43.8,6178395,2761.0,2.51205
28901,18.2,46.0,5791255,36.0,2.5385600000000004
14247,19.6,60.4,6159404,3005.0,3.90639
39518,19.3,77.9,6146532,2121.0,3.4497
33076,13.1,69.3,6111372,2446.0,2.99186
24976,13.2,53.4,6192830,3272.0,3.07775
21450,13.3,46.8,6469449,5882.0,4.200690000000001
18118,13.2,48.5,6215909,1901.0,2.3575600000000003
14805,14.0,53.8,5853379,37.0,2.4090700000000003
7345,15.2,46.1,6234281,2069.0,3.81465
21819,15.2,51.9,6333095,1426.0,3.21122
18322,15.7,48.8,6411628,1808.0,2.77226
15192,16.3,48.4,6418922,2399.0,2.44707
13191,15.0,76.8,6546431,4336.0,2.29674
12352,17.7,57.3,6409769,1475.0,1.90039
10377,18.5,72.5,5836623,33.0,2.0223
4763,20.0,80.5,6359413,2207.0,2.9237400000000004
13560,21.9,57.9,6464924,1701.0,2.4975199999999997
11517,17.7,31.5,6533797,1764.0,2.27907
9109,18.2,44.0,6567029,2268.0,2.36448
7726,13.4,70.6,6752687,4115.0,2.36186
6455,13.0,68.0,6519651,1537.0,1.67427
5462,13.4,54.8,5751315,22.0,1.7989199999999999
2653,14.2,56.5,6121909,2341.0,2.54062
8709,14.8,45.9,6215809,1981.0,2.1542000000000003
7436,17.8,43.3,6465725,1881.0,1.9078199999999998
6645,18.9,48.1,5857769,118.0,1.5176900000000002
3596,19.6,67.1,6304338,3704.0,1.8215499999999998
6641,18.4,52.4,6157427,1067.0,1.44455
5979,15.3,51.8,5813902,21.0,1.4290800000000001
2715,17.9,56.4,6253133,2124.0,2.0088199999999996
8142,19.9,39.0,6355805,1505.0,1.7053500000000001
6208,19.7,50.4,6400653,1535.0,1.6690300000000002
5695,20.9,51.5,6440080,1573.0,1.6136199999999998
5178,19.4,45.8,6630666,2241.0,1.56333
4764,15.7,45.5,6443955,1022.0,1.28269
4025,16.2,39.8,6029067,23.0,1.28926
1684,17.3,56.3,6349451,1564.0,1.80668
5889,20.0,60.1,6432689,1180.0,1.7627399999999998
5043,20.0,59.4,6437677,1228.0,1.61071
4557,19.9,53.6,6503532,1324.0,1.58562
4110,20.6,52.8,6742756,2203.0,1.5725
3589,20.1,70.8,6557577,889.0,1.14182
2903,20.3,70.9,6066814,19.0,1.18641
1213,23.0,63.5,6425991,1451.0,1.6416899999999999
4272,22.9,56.8,6507212,1047.0,1.50123
3586,21.0,66.6,6523601,1101.0,1.40501
2788,18.7,59.9,6595448,1349.0,1.3514000000000002
3032,20.0,62.5,6807791,2730.0,1.2674999999999998
2278,22.3,54.1,6613490,1176.0,1.07488
2018,23.1,66.4,6148431,31.0,1.0881699999999999
1120,20.8,71.0,6471325,1568.0,1.5744600000000002
3340,20.7,42.4,6756573,1239.0,1.3912900000000001
2926,22.1,41.6,5906139,267.0,1.1068
1823,21.5,67.4,6332766,1423.0,1.27722
2442,24.5,62.8,6542037,2550.0,1.2346599999999999
2254,25.6,57.0,6239607,948.0,1.01844
1719,22.7,59.8,5783698,19.0,0.94691
738,19.7,69.0,5581862,91.0,1.09035
952,20.6,54.5,6357959,853.0,1.30222
2628,21.2,61.6,6483611,828.0,1.29283
2009,20.9,76.1,6463276,828.0,1.175
1537,20.9,75.8,6660775,1800.0,1.11927
1382,24.6,59.6,6489390,722.0,0.92715
1160,24.6,58.9,5964321,7.0,0.9622599999999999
663,23.6,68.5,6429150,831.0,1.30221
1764,21.5,56.4,6508099,592.0,1.2721200000000001
1690,17.5,92.4,6486775,679.0,1.14932
1549,20.3,78.4,6629869,684.0,1.12073
1280,22.5,76.4,6808303,1236.0,1.16959
1245,23.3,79.6,6540957,529.0,0.86386
1108,23.4,81.6,6039958,10.0,0.84767
719,25.2,76.6,6514700,679.0,1.14322
2043,26.5,72.6,6614304,530.0,1.11532
1778,25.9,71.1,6706019,525.0,1.1389
1580,24.3,89.1,6461565,544.0,0.97272
1605,22.6,90.9,6885451,0.0,0.9460500000000001
1552,26.0,80.4,6625614,0.0,0.7664899999999999
1310,26.5,82.1,6049538,0.0,0.7862499999999999
600,26.8,84.4,6481106,0.0,1.01792
2472,26.9,81.9,6550637,0.0,1.05002
2479,25.1,95.5,6563449,0.0,1.28344
2282,22.3,99.3,6387052,0.0,1.09915
2340,26.6,83.3,6653986,0.0,1.0790799999999998
2778,28.8,72.8,6387444,0.0,1.04857
2440,29.3,68.6,5894683,0.0,1.14111
1161,29.3,71.8,6391070,0.0,1.4577
4779,29.2,73.8,6475360,0.0,2.1337200000000003
4770,29.5,76.0,6531094,0.0,2.26159
4580,28.2,82.3,6484766,0.0,2.16238
4605,25.8,84.4,6728054,0.0,2.31157
4900,26.9,82.1,6427003,0.0,1.86087
5244,29.2,68.0,5927656,0.0,1.93909
2622,27.0,75.0,6471703,0.0,3.1986
9412,26.8,73.1,6582231,0.0,4.14757
9363,25.0,93.9,6301162,0.0,4.13396
9655,25.7,84.6,6669675,0.0,3.33947
8951,26.0,76.5,6839859,0.0,2.87031
9457,24.8,83.4,6446620,0.0,1.89979
8565,25.5,78.9,6019446,0.0,1.86203
4896,26.8,76.0,6548274,0.0,3.1666000000000003
18038,27.4,74.1,6620960,0.0,4.53749
17199,27.1,76.1,6661377,0.0,4.256259999999999
16670,23.2,87.6,6608360,0.0,3.53119
15379,25.1,81.5,6773668,0.0,2.7803199999999997
14830,24.8,83.6,6323273,0.0,1.8897700000000002
13809,25.0,86.9,5900063,0.0,1.8332300000000001
5967,27.5,75.0,6527064,0.0,2.8198499999999997
23107,28.9,72.5,6597918,0.0,3.47194
20083,29.3,66.3,6631871,0.0,3.43232
18169,29.7,63.8,6626077,0.0,2.69234
17517,30.7,68.1,6726304,0.0,2.1892199999999997
16588,30.9,68.4,6254110,0.0,1.71921
14149,27.2,85.8,5798849,0.0,1.44058
7340,28.6,82.4,6084856,0.0,2.0927
24615,26.8,90.0,6110397,0.0,2.39231
23023,27.1,90.1,6234425,0.0,2.22518
20239,28.9,79.3,6303791,0.0,2.0052600000000003
20817,29.4,76.6,6402312,0.0,1.7874100000000002
20160,28.7,85.3,5994666,0.0,1.45123
18366,28.9,82.1,5634044,0.0,1.40659
7867,26.8,91.6,5943186,0.0,1.9672500000000002
29489,25.1,96.0,5809893,0.0,1.9875399999999999
26068,24.7,85.3,6310456,0.0,1.9521700000000002
24516,25.0,87.9,6319612,0.0,1.8007900000000001
22835,27.0,73.8,6534676,0.0,1.59183
21859,25.8,82.8,5977658,0.0,1.21401
19596,27.6,83.0,5627584,0.0,1.15601
8246,28.1,83.0,5528284,0.0,1.30148
13060,26.7,75.4,6436432,0.0,1.86128
32523,26.0,76.6,6540435,0.0,2.218
28375,25.6,75.8,6581980,0.0,1.99498
21033,26.0,86.1,6568319,0.0,1.67826
19973,28.2,80.0,6344605,0.0,1.2399
16743,28.1,75.3,5911191,0.0,1.14087
7395,26.8,75.6,6515946,0.0,1.6323599999999998
25679,25.4,75.0,6628158,0.0,1.56469
20578,24.8,66.9,6717160,0.0,1.43846
17722,22.2,78.0,6702670,0.0,1.34582
15757,23.8,75.3,6922801,0.0,1.19364
14599,21.5,63.1,6547024,0.0,0.8958300000000001
13052,22.6,59.4,6078482,0.0,0.8911699999999999
5756,21.0,74.0,6656563,0.0,1.24995
20418,19.1,96.3,6598508,0.0,1.17388
15911,21.7,83.3,6868712,0.0,1.1450900000000002
13325,24.0,70.8,6622008,0.0,1.06524
15564,24.7,61.8,6794650,0.0,0.9585600000000001
13899,24.2,63.0,6480636,0.0,0.75994
11939,22.3,88.6,5843134,0.0,0.7400599999999999
5319,19.2,95.9,6146704,0.0,0.96623
18779,21.0,78.0,6468634,0.0,0.9514199999999999
14538,22.8,65.3,6812437,0.0,0.8860499999999999
13066,23.2,65.5,6814408,0.0,0.81498
12315,24.3,59.1,5677486,0.0,0.65804
6081,23.6,52.3,5476239,0.0,0.6801999999999999
4807,23.3,68.6,5495090,0.0,0.67406
6289,23.8,76.1,5642894,0.0,0.73166
9552,24.3,73.0,6552654,0.0,0.9798
17384,24.6,56.9,6737732,0.0,1.0096699999999998
11819,25.2,66.9,6812529,0.0,0.8997600000000001
9225,25.7,78.6,6920264,0.0,0.82318
7659,25.6,83.1,6678161,0.0,0.62583
5970,27.1,75.3,6223626,0.0,0.6414000000000001
3199,24.6,63.1,6760847,0.0,0.9337
9735,19.9,57.0,6872770,0.0,0.9331
7358,19.4,56.9,6930574,0.0,0.8234699999999999
6154,19.8,60.1,6904388,0.0,0.80942
5625,17.5,68.9,7076545,0.0,0.91977
5651,18.5,64.6,6809870,0.0,0.632
4888,19.6,63.3,6306979,0.0,0.63499
2335,20.0,58.5,6862593,0.0,0.8910199999999999
8557,20.9,59.0,6943215,0.0,0.7759699999999999
7122,20.4,71.0,6985192,0.0,0.7511399999999999
6270,20.4,73.5,7001663,0.0,0.75487
5794,20.7,68.0,7153274,0.0,0.7179199999999999
5584,20.9,63.3,6360866,0.0,0.5502800000000001
4797,19.4,78.9,5838323,0.0,0.5735
2025,21.4,98.5,5424280,0.0,0.6098100000000001
3086,17.9,83.8,6344337,0.0,0.7462599999999999
7674,16.6,74.8,6485292,0.0,0.73361
5520,15.8,76.6,6481711,0.0,0.67533
4319,14.3,69.5,6776149,0.0,0.6298999999999999
3963,15.8,64.6,6619278,0.0,0.52873
3552,13.1,85.8,5844112,0.0,0.53117
1494,9.9,72.9,5757059,0.0,0.5901599999999999
3054,11.1,69.1,6504379,0.0,0.73141
6802,13.5,68.1,6610167,0.0,0.7073699999999999
5254,16.3,69.6,6644993,0.0,0.66227
4834,17.1,73.4,6838795,0.0,0.62483
4579,18.2,68.5,6630920,0.0,0.55294
4191,16.9,73.9,6043905,0.0,0.5392899999999999
1921,11.2,50.3,6066937,0.0,0.7312700000000001
7531,9.4,52.1,6583556,0.0,0.7600899999999999
5897,10.5,57.8,6668851,0.0,0.70514
5416,12.9,64.4,6705812,0.0,0.6500900000000001
5061,14.0,68.8,6892633,0.0,0.6408200000000001
6016,15.1,76.3,6683380,0.0,0.5252199999999999
5176,14.0,65.0,6157490,0.0,0.52222
2438,10.6,52.6,6570879,0.0,0.7302899999999999
10066,11.3,56.5,6676766,0.0,0.83246
7906,12.9,58.3,6754146,0.0,0.83566
6848,13.2,71.8,6767223,0.0,0.7491899999999999
7480,13.6,70.1,6967498,0.0,0.68338
7578,14.8,65.9,6781767,0.0,0.54158
6708,14.9,64.5,6238270,0.0,0.6679
3099,14.9,69.8,6626797,0.0,0.7707799999999999
13017,13.1,73.5,6408367,0.0,0.88253
10940,11.1,57.1,6477976,0.0,0.8639199999999999
9547,9.3,58.1,6479181,0.0,0.8395799999999999
8677,4.9,41.8,6630224,0.0,0.76651
8104,6.5,51.3,6339302,0.0,0.58722
7163,9.6,60.5,5892168,0.0,0.5890200000000001
3320,11.4,64.5,6432720,0.0,0.87173
14158,12.9,68.3,6582977,0.0,0.89261
12481,11.4,76.0,6629917,0.0,0.97271
11073,13.5,74.5,6664963,0.0,0.89662
10903,15.6,62.5,6832198,0.0,0.81049
10836,16.3,80.0,6378486,0.0,0.6598499999999999
9263,10.3,85.6,5940927,0.0,0.67366
3649,9.7,74.8,6517799,0.0,1.0001200000000001
15539,8.1,77.4,6620252,0.0,1.07864
12483,8.5,71.3,6716052,0.0,0.95167
10846,10.2,64.6,6705742,0.0,0.83273
9742,11.0,69.6,6882530,0.0,0.7407499999999999
10124,12.9,55.8,6625029,0.0,0.58211
8804,13.7,58.3,6188534,0.0,0.62535
3826,11.8,70.5,6669555,0.0,0.90653
15613,10.7,69.9,6743603,0.0,0.8981499999999999
13499,10.8,56.0,6805170,0.0,0.84205
11456,9.4,65.6,6837197,0.0,0.74493
10684,12.3,67.1,7001456,0.0,0.69462
10161,6.7,52.4,6657543,0.0,0.5602
9160,5.4,43.1,6144419,0.0,0.57089
3794,12.3,65.5,6566147,0.0,0.78077
15501,6.9,67.0,6706482,0.0,0.7537
12290,-5.4,49.1,6729219,0.0,0.7150599999999999
11034,-5.4,43.4,6240372,0.0,0.6512899999999999
10487,-2.5,42.0,6490934,0.0,0.60004
10369,2.1,70.5,6370268,0.0,0.47728000000000004
8526,-3.5,38.9,5892584,0.0,0.51814
3921,-3.1,41.9,6206939,0.0,0.74412
16372,0.9,62.8,6196142,0.0,0.7252900000000001
13747,4.9,60.4,6387895,0.0,0.7596599999999999
11977,3.7,57.5,6457427,0.0,0.6771999999999999
11853,4.5,60.8,6662428,0.0,0.64422
11690,2.6,46.5,6556104,0.0,0.50306
9603,1.6,52.5,6025026,0.0,0.5207100000000001
3910,2.0,73.4,6295457,0.0,0.74713
17696,0.0,70.8,6339156,0.0,0.8050700000000001
15180,-8.4,50.1,6377112,0.0,0.77574
12830,-4.5,79.1,6341868,0.0,0.6975600000000001
12402,-6.3,56.9,6650957,0.0,0.694
12404,-7.0,52.0,6549310,0.0,0.5634800000000001
10649,-9.5,47.1,6009976,0.0,0.5464399999999999
4191,-7.0,55.6,6348685,0.0,0.7300000000000001
18223,-3.2,55.8,6498363,0.0,0.77615
15564,-0.1,82.4,6124725,0.0,0.77126
13946,-7.8,60.5,6509137,0.0,0.7331
12414,-11.8,60.5,6548831,0.0,0.75925
12083,-8.4,54.9,6350351,0.0,0.58888
10508,-5.4,66.5,5973320,0.0,0.5565100000000001
3585,-3.9,68.4,6380339,0.0,0.8257300000000001
18725,-2.6,69.8,6482326,0.0,0.75359
15783,-3.3,58.1,6513249,0.0,0.72032
13396,-2.9,56.3,6436778,0.0,0.7094499999999999
11668,-1.8,65.6,6605542,0.0,0.6612199999999999
11601,-1.2,65.5,6225833,0.0,0.52885
9990,-0.2,54.5,5400807,0.0,0.52059
3304,-4.5,45.9,6028092,0.0,0.77335
16966,-5.0,49.0,6175785,0.0,0.87025
13915,-1.8,51.4,6274351,0.0,0.8398699999999999
11510,-1.6,58.1,6320475,0.0,0.7628699999999999
10411,0.6,71.9,6394148,0.0,0.65369
9925,1.5,80.9,6165715,0.0,0.51515
7824,1.3,69.3,5731060,0.0,0.50231
2850,3.1,60.1,6295347,0.0,0.68244
12140,1.6,59.9,6429588,0.0,0.5816
9534,2.6,61.9,6473926,0.0,0.5609500000000001
7948,5.9,46.6,6499670,0.0,0.51426
7203,8.3,99.1,6476643,0.0,0.49971
6649,6.6,92.9,6267639,0.0,0.39920999999999995
5749,-0.2,93.9,5749188,0.0,0.41359
2139,-4.6,63.1,6362367,0.0,0.54152
8550,-3.7,65.1,6469914,0.0,0.54175
6637,-1.9,60.5,6533123,0.0,0.52718
5501,-0.4,69.3,6494852,0.0,0.49389
5016,-3.3,52.4,6412945,0.0,0.57014
5161,-4.5,55.4,5440269,0.0,0.37814
2315,-0.6,62.8,5439267,0.0,0.36571000000000004
1439,-0.8,66.6,5191537,0.0,0.40808
2127,-14.7,51.9,5081121,0.0,0.39263
3187,-11.3,45.1,6003309,0.0,0.49056
6815,-6.0,80.1,6273693,0.0,0.46523000000000003
5081,-7.3,56.5,6607600,0.0,0.47817
4065,-6.0,54.9,6314807,0.0,0.37598000000000004
2924,-1.8,58.3,5887353,0.0,0.40618
922,-0.9,55.9,6518507,0.0,0.6492899999999999
3696,2.4,69.1,6625675,0.0,0.51995
3276,0.9,68.4,6335065,0.0,0.4676
2884,-2.4,50.3,6394943,0.0,0.42805
2551,-1.6,47.4,6589849,0.0,0.4428
2440,-0.2,49.8,6345176,0.0,0.34525
2299,1.7,71.0,5854369,0.0,0.33653000000000005
815,3.0,72.3,6337400,0.0,0.46163
3046,3.5,72.9,6459315,0.0,0.44112
2904,2.1,62.1,6529970,0.0,0.43511
2460,4.0,49.9,6594702,0.0,0.43307
2370,3.8,79.6,6729100,0.0,0.41435999999999995
2292,2.8,73.0,6497121,0.0,0.33256
2126,3.7,70.0,5949700,0.0,0.34265
746,5.9,66.5,6446276,0.0,0.44986000000000004
2703,1.7,54.9,6591291,0.0,0.41977
2570,3.2,46.4,6676008,0.0,0.41522
2282,2.3,68.3,6091561,0.0,0.39285
2097,3.4,67.8,6621364,0.0,0.38969000000000004
1980,5.7,58.3,6490603,0.0,0.32722
1906,3.5,56.1,6092029,0.0,0.32343
704,-0.5,46.4,6498017,0.0,0.4302
2503,-1.3,42.4,6644432,0.0,0.41841
2354,1.2,50.6,6746329,0.0,0.4254800000000001
2116,2.9,65.5,6773603,0.0,0.39359
1959,3.5,57.9,6951409,0.0,0.39163
1922,0.7,44.0,6691863,0.0,0.32815000000000005
1767,2.2,46.6,6230343,0.0,0.35477000000000003
623,4.4,47.4,6714075,0.0,0.44256
2326,4.3,63.4,6950152,0.0,0.40970999999999996
2301,6.0,54.4,5826999,0.0,0.36943
1200,2.2,37.8,6447834,0.0,0.45409999999999995
2296,4.6,65.0,6659687,0.0,0.47861
2214,7.7,68.4,6428289,0.0,0.40357
2008,8.0,54.0,6004267,0.0,0.37761999999999996
734,9.2,41.9,6481926,0.0,0.49965
2748,11.7,60.9,6573205,0.0,0.4805
2447,12.5,66.3,6605923,0.0,0.46678000000000003
2131,10.3,85.9,6616515,0.0,0.51488
2170,13.5,62.1,6856984,0.0,0.448
1978,15.2,52.0,6603920,0.0,0.38219
1829,5.9,68.0,5910464,0.0,0.37370000000000003
690,2.9,38.9,6534385,0.0,0.52128
2398,9.2,45.9,6672540,0.0,0.50148
2312,8.6,66.6,6688538,0.0,0.6500799999999999
1979,4.6,36.8,6734468,0.0,0.47448999999999997
1988,7.2,34.3,6913234,0.0,0.43178
1927,7.7,46.4,6659985,0.0,0.38709
1870,8.3,59.6,6185579,0.0,0.44944
689,9.5,50.4,6645822,0.0,0.6697000000000001
2842,13.0,35.1,6754450,0.0,0.51441
2723,17.0,44.8,6798568,0.0,0.49434
2467,17.4,48.9,6810123,0.0,0.45689
2193,12.5,36.8,6992812,0.0,0.42991
2268,12.5,59.9,6758339,0.0,0.36335
773,7.3,44.8,6227560,0.0,0.48704
3116,9.2,53.3,6710785,0.0,0.45625999999999994
2971,11.8,50.3,6835037,0.0,0.57311
2735,13.3,42.5,6866971,0.0,0.42544000000000004
2482,15.0,42.5,7040870,0.0,0.38732000000000005
2523,17.5,40.4,6263536,0.0,0.32764000000000004
2401,18.8,29.6,5836024,0.0,0.33194
842,19.0,29.4,6073749,0.0,0.47090000000000004
3588,17.6,40.4,6061730,0.0,0.44806
3353,11.9,97.8,5901207,0.0,0.43687
2887,8.8,94.6,6067737,0.0,0.41658
2667,8.9,65.0,6392491,0.0,0.39469
2589,8.8,51.1,6264839,0.0,0.33383
2285,10.8,56.8,5813310,0.0,0.31294
828,13.2,50.8,6118830,0.0,0.43746
3488,13.1,73.4,6004529,0.0,0.42515000000000003
3498,10.1,45.1,6212073,0.0,0.42257
2817,11.9,45.0,6233571,0.0,0.41451000000000005
